ID	CAS_No	Chemical_Name	Chemical_Name_Cirpy	TSCA_Name	VT_KR_NZ_Name	Chemical_Name_Scifinder	Chemical_Name_SMILECAS	Chemical_Name_Reaxys	Chemical_Name_OECD_QSAR	Chemical_Name_Final	Chemical_Name_Final_Source	UVCB_TSCA	UVCB_SciFinder	UVCB_Final	UVCB_Final_Source	UVCB&Polymers	Metals	Organometallics	Polymers	Processes	Mixtures	Biological	InChIKey_Dashboard_all	InChIKey_Cirpy	InChIKey_Dashboard	InChIKey_Reaxys	InChIKey_SMILES	InChIKey_Scifinder	InChIKey_Comparison	InChIKey_Final	InChIKey_Final_Source	InChI_Dashboard	InChI_Scifinder	InChI_Cirpy	InChI_Final	InChI_Final_Source	SMILES_OECD_QSAR	SMILES_Cirpy	SMILES_Pubchem	SMILES_ClassyFire	SMILES_Final	SMILES_Final_Source	Alternate_CAS_No	Deleted_CAS_No	Classyfired	Pigments	Trade_Name	ClassyFired_new	Fluoro	Bromo	Chloro	Iodo
204138	85940-25-6					Phenol, 4-(9H-carbazol-3-ylamino)-, reaction products with sodium sulfide (Na2(Sx)) and sulfur, leuco deriv.			Phenol, 4-(9H-carbazol-3-ylamino)-, reaction products with sodium sulfide (Na2(Sx)) and sulfur, leuco deriv.	Phenol, 4-(9H-carbazol-3-ylamino)-, reaction products with sodium sulfide (Na2(Sx)) and sulfur, leuco deriv.	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
216874	91995-50-5				Distillates (petroleum), naphtha steam cracking-derived, hydrotreated light arom.				Distillates (petroleum), naphtha steam cracking-derived, hydrotreated light arom.	Distillates (petroleum), naphtha steam cracking-derived, hydrotreated light arom.	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
216046	91744-27-3				Glycerides, castor oil mono-, di- and tri-		Glycerides, castor-oil mono-, di- and tri-		Glycerides, castor-oil mono-, di- and tri-	Glycerides, castor oil mono-, di- and tri-	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0					HDIFHQMREAYYJW-UHFFFAOYSA-N			HDIFHQMREAYYJW-UHFFFAOYSA-N	OECD QSAR						CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(O)CO	CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(O)CO		CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(O)CO	CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(O)CO	OECD QSAR	0	0	1	0	0	1	0	0	0	0
148300	65996-79-4	Solvent naphtha, coal		Solvent naphtha (coal)	Solvent naphtha (coal)				Solvent naphtha (coal);Solvent naphtha, coal	Solvent naphtha (coal)	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
113720	488791-14-6				7-[(4,6-Dichloro-1,3,5-triazin-2-yl)amino]-4-hydroxy-3-[(4-methoxy-2-sulfophenyl)azo]-2-naphthalenesulfonic acid, disodium salt reaction products with 2-[[3-(ethylamino)phenyl]sulfonyl]ethyl hydrogen sulfate, sodium salts					7-[(4,6-Dichloro-1,3,5-triazin-2-yl)amino]-4-hydroxy-3-[(4-methoxy-2-sulfophenyl)azo]-2-naphthalenesulfonic acid, disodium salt reaction products with 2-[[3-(ethylamino)phenyl]sulfonyl]ethyl hydrogen sulfate, sodium salts	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	1	0
156552	68188-19-2	Paraffin waxes and Hydrocarbon waxes, chloro, chlorosulfonated		Paraffin waxes and Hydrocarbon waxes, chloro, chlorosulfonated	Paraffin waxes and Hydrocarbon waxes, chloro, sulfochlorinated		Paraffin waxes and Hydrocarbon waxes, chloro, chlorosulfonated		Paraffin waxes and hydrocarbon waxes, chlorinated, sulfochlorinated;Paraffin waxes and Hydrocarbon waxes, chloro, chlorosulfonated	Paraffin waxes and Hydrocarbon waxes, chloro, chlorosulfonated	US TSCA	0	0	1	US TSCA	0	0	0	0	1	0	0					KJHOCPSIJORQTG-UHFFFAOYSA-N			KJHOCPSIJORQTG-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCCCCCCCCCCCCCCC(Cl)CS(O)(=O)=O			CCCCCCCCCCCCCCCCCCCCCCCCC(Cl)CS(O)(=O)=O	CCCCCCCCCCCCCCCCCCCCCCCCC(Cl)CS(O)(=O)=O	OECD QSAR	0	0	1	0	0	1	0	0	1	0
112901	477-29-2		N-[1,2,10-trimethoxy-9-oxo-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,7-dihydro-5H-benzo[d]heptalen-7-yl]acetamide						colchicoside;Colchicosideanditsderivatives;N-{3-[(4-deoxypentopyranosyl)oxy]-1,2,10-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl}acetamide	colchicoside;Colchicosideanditsderivatives;N-{3-[(4-deoxypentopyranosyl)oxy]-1,2,10-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl}acetamide	OECD QSAR	0	0	1	From Name	0	0	0	0	1	0	0		UXAFRQPVHYZDED-UHFFFAOYSA-N			MPEUGFWOBIRQGE-UHFFFAOYSA-N			UXAFRQPVHYZDED-UHFFFAOYSA-N	Cirpy			InChI=1S/C27H33NO11/c1-12(30)28-16-7-5-13-9-19(38-27-24(34)23(33)22(32)20(11-29)39-27)25(36-3)26(37-4)21(13)14-6-8-18(35-2)17(31)10-15(14)16/h6,8-10,16,20,22-24,27,29,32-34H,5,7,11H2,1-4H3,(H,28,30)	InChI=1S/C27H33NO11/c1-12(30)28-16-7-5-13-9-19(38-27-24(34)23(33)22(32)20(11-29)39-27)25(36-3)26(37-4)21(13)14-6-8-18(35-2)17(31)10-15(14)16/h6,8-10,16,20,22-24,27,29,32-34H,5,7,11H2,1-4H3,(H,28,30)	Cirpy	COC1=CC=C2C(=CC1=O)C(CCc1cc(OC3OCCC(O)C3O)c(OC)c(OC)c21)NC(C)=O			COC1=C(OC2OC(CO)C(O)C(O)C2O)C=C2CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C3C2=C1OC	COC1=CC=C2C(=CC1=O)C(CCc1cc(OC3OCCC(O)C3O)c(OC)c(OC)c21)NC(C)=O	QSAR	0	0	1	0	0	1	0	0	0	0
43370	1473386-36-5	2-Propenoic acid, heptadecyl ester, branched		2-Propenoic acid, heptadecyl ester, branched	2-Propenoic acid, heptadecyl ester, branched					2-Propenoic acid, heptadecyl ester, branched	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
151392	67701-28-4	Glycerides, C8-18 and C18-unsatd.		Glycerides, C8-18 and C18-unsatd.	Glycerides, (C=8-18) and (C=18)-unsatd.				Glycerides, C8-18 and C18-unsatd.;Glycerides, C8-18 and C18-unsaturated	Glycerides, C8-18 and C18-unsatd.	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
17806	1190630-03-5				Ethene, homopolymer, oxidized, hydrolyzed, distn. residues, from C16-18 alcs. manuf. 					Ethene, homopolymer, oxidized, hydrolyzed, distn. residues, from C16-18 alcs. manuf. 	VT_KR_NZ	0	0	1	From Name	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0
145798	64742-49-0	Naphtha, petroleum, hydrotreated light		Naphtha (petroleum), hydrotreated light	Naphtha (petroleum), hydrotreated light		Naphtha (petroleum), hydrotreated light		Naphtha (petroleum), hydrotreated light;Naphtha, petroleum, hydrotreated light	Naphtha (petroleum), hydrotreated light	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					IMNFDUFMRHMDMM-UHFFFAOYSA-N			IMNFDUFMRHMDMM-UHFFFAOYSA-N	OECD QSAR						CCCCCCC	CCCCCCC		CCCCCCC	CCCCCCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
190789	8031-44-5			Lanolin, hydrogenated	Hydrogenated lanolin		Lanolin, hydrogenated		Lanolin, hydrogenated	Lanolin, hydrogenated	US TSCA	0	0	1	US TSCA	0	0	0	0	1	0	0					QIQXTHQIDYTFRH-UHFFFAOYSA-N			QIQXTHQIDYTFRH-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCC(O)=O		CCCCCCCCCCCCCCCCCC(O)=O	CCCCCCCCCCCCCCCCCC(O)=O	OECD QSAR	0	0	1	0	0	1	0	0	0	0
232541	97675-24-6					Benzene, C9-13-alkyl derivs., distn. residues, sulfonated, calcium salts			Benzene, C9-13-alkyl derivs., distn. residues, sulfonated, calcium salts;Benzene, C9-13-alkyl derivs., distn. residues, sulfonated, calciumsalts	Benzene, C9-13-alkyl derivs., distn. residues, sulfonated, calcium salts	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
190502	8016-78-2	Oils, spike		Oils, spike	Oils, spike		Oils, spike		Oils, spike	Oils, spike	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0					WEEGYLXZBRQIMU-UHFFFAOYSA-N			WEEGYLXZBRQIMU-UHFFFAOYSA-N	OECD QSAR						CC12CCC(CC1)C(C)(C)O2			CC12CCC(CC1)C(C)(C)O2	CC12CCC(CC1)C(C)(C)O2	OECD QSAR	0	0	1	0	0	1	0	0	0	0
204360	85995-91-1	Alkyl iodides, C8-14, gamma-mu-perfluoro			Alkyl iodides, (C=8-14), Î³-Ï‰-perfluoro					Alkyl iodides, C8-14, gamma-mu-perfluoro	Dashboard	0	0	0		0	0	0	0	0	1	0																					0	0	0	0	0	0	1	0	0	0
207222	883233-91-8				1-Tetradecene polymer with 1-dodecene, distn. residues, hydrogenated, C=36âˆ¼84 fraction				1-Tetradecene, polymer with 1-dodecene, distn. residues, hydrogenated, C36-84 fraction	1-Tetradecene polymer with 1-dodecene, distn. residues, hydrogenated, C=36âˆ¼84 fraction	VT_KR_NZ	0	0	1	From Name	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0
160200	68477-35-0	Distillates, petroleum, C3-6, piperylene-rich		Distillates (petroleum), C3-6, piperylene-rich	Distillates (petroleum), (C=3-6) piperylene-rich		Distillates (petroleum), C3-6, piperylene-rich		Distillates (petroleum), C3-6, piperylene-rich;Distillates, petroleum, C3-6, piperylene rich	Distillates (petroleum), C3-6, piperylene-rich	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					PMJHHCWVYXUKFD-UHFFFAOYSA-N			PMJHHCWVYXUKFD-UHFFFAOYSA-N	OECD QSAR						CC=CC=C	CC=CC=C		CC=CC=C	CC=CC=C	OECD QSAR	0	0	1	0	0	1	0	0	0	0
145734	64741-82-8	Distillates, petroleum, light thermal cracked		Distillates (petroleum), light thermal cracked	Distillates (petroleum), light thermal cracked		Distillates (petroleum), light thermal cracked		Distillates (petroleum), light thermal cracked;Distillates, petroleum, light thermal cracked	Distillates (petroleum), light thermal cracked	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					NNBZCPXTIHJBJL-UHFFFAOYSA-N			NNBZCPXTIHJBJL-UHFFFAOYSA-N	OECD QSAR						C1CCC2CCCCC2C1	C1CCC2CCCCC2C1		C1CCC2CCCCC2C1	C1CCC2CCCCC2C1	OECD QSAR	0	0	1	0	0	1	0	0	0	0
154709	68081-84-5	Oxirane, mono[(C10-16-alkyloxy)methyl] derivs.		Oxirane, 2-[(C10-16-alkyloxy)methyl] derivs.	Oxirane, mono[(alkyl(C=10-16)oxy)methyl] derivs.		Oxirane, mono[(C10-16-alkyloxy)methyl] derivs.		Oxirane, mono[(C10-16-alkyloxy)methyl] derivatives;Oxirane, mono[(C10-16-alkyloxy)methyl] derivs.	Oxirane, 2-[(C10-16-alkyloxy)methyl] derivs.	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					NPKKFQUHBHQTSH-UHFFFAOYSA-N			NPKKFQUHBHQTSH-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCOCC1CO1	CCCCCCCCCCOCC1CO1		CCCCCCCCCCOCC1CO1	CCCCCCCCCCOCC1CO1	OECD QSAR	0	0	1	0	0	1	0	0	0	0
217216	92062-33-4	Tar bases, coal, picoline fraction			Tar bases, coal, picoline fraction					Tar bases, coal, picoline fraction	Dashboard	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
217075	92045-23-3				Hydrocarbons, (C=4), steam-cracker distillate				Hydrocarbons, C4, steam-cracker distillate;Hydrocarbons,C4,steamcrackerdistillate,if they contain> 0,1%w/wButadiene	Hydrocarbons, (C=4), steam-cracker distillate	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
145706	64741-54-4	Naphtha, petroleum, heavy catalytic cracked		Naphtha (petroleum), heavy catalytic cracked	Naphtha (petroleum), heavy catalytic cracked		Naphtha (petroleum), heavy catalytic cracked		Naphtha (petroleum), heavy catalytic cracked;Naphtha, petroleum, heavy catalytic cracked	Naphtha (petroleum), heavy catalytic cracked	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					KWKAKUADMBZCLK-UHFFFAOYSA-N			KWKAKUADMBZCLK-UHFFFAOYSA-N	OECD QSAR						CCCCCCC=C	CCCCCCC=C		CCCCCCC=C	CCCCCCC=C	OECD QSAR	0	0	1	0	0	1	0	0	0	0
160053	68475-79-6	Distillates, petroleum, catalytic reformed depentanizer		Distillates (petroleum), catalytic reformed depentanizer	Distillates (petroleum), catalytic reformed depentanizer		Distillates (petroleum), catalytic reformed depentanizer		Distillates (petroleum), catalytic reformed depentanizer;Distillates, petroleum, catalytic reformed depentanizer	Distillates (petroleum), catalytic reformed depentanizer	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					IJDNQMDRQITEOD-UHFFFAOYSA-N			IJDNQMDRQITEOD-UHFFFAOYSA-N	OECD QSAR						CCCC	CCCC		CCCC	CCCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
204466	86014-76-8		disodium; 2-amino-4,6-dinitrophenol; 4-hydroxy-5-[(2E)-2-(2-hydroxy-4-oxo-1-cyclohexa-2,5-dienylidene)hydrazinyl]naphthalene-2,7-disulfonate; iron; 4-nitroaniline	Iron, complexes with diazotized 2-amino-4,6-dinitrophenol coupled with diazotized 4-nitrobenzenamine and 4-[2-(2,4-dihydroxyphenyl)diazenyl]-5-hydroxy-2,7-naphthalenedisulfonic acid, sodium salts	Iron, complexes with diazotized 2-amino-4,6-dinitrophenol coupled with diazotized 4-nitrobenzenamine and 4-[(2,4-dihydroxyphenyl)azo]-5-hydroxy-2,7-naphthalenedisulfonic acid, sodium salts				Iron, complexes with diazotized 2-amino-4,6-dinitrophenol coupled with diazotized 4-nitrobenzenamine and 4-[(2,4-dihydroxyphenyl)azo]-5-hydroxy-2,7-naphthalenedisulfonic acid, sodium salts	Iron, complexes with diazotized 2-amino-4,6-dinitrophenol coupled with diazotized 4-nitrobenzenamine and 4-[2-(2,4-dihydroxyphenyl)diazenyl]-5-hydroxy-2,7-naphthalenedisulfonic acid, sodium salts	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0		VKGDLXPXGUTJRE-JEZQZZQZSA-L			VOJYHLXIBFZMEV-UHFFFAOYSA-N			VKGDLXPXGUTJRE-JEZQZZQZSA-L	Cirpy			InChI=1S/C16H12N2O9S2.C6H5N3O5.C6H6N2O2.Fe.2Na/c19-9-1-2-12(14(20)5-9)17-18-13-6-10(28(22,23)24)3-8-4-11(29(25,26)27)7-15(21)16(8)13;7-4-1-3(8(11)12)2-5(6(4)10)9(13)14;7-5-1-3-6(4-2-5)8(9)10;;;/h1-7,18,20-21H,(H,22,23,24)(H,25,26,27);1-2,10H,7H2;1-4H,7H2;;;/q;;;;2*+1/p-2/b17-12+;;;;;	InChI=1S/C16H12N2O9S2.C6H5N3O5.C6H6N2O2.Fe.2Na/c19-9-1-2-12(14(20)5-9)17-18-13-6-10(28(22,23)24)3-8-4-11(29(25,26)27)7-15(21)16(8)13;7-4-1-3(8(11)12)2-5(6(4)10)9(13)14;7-5-1-3-6(4-2-5)8(9)10;;;/h1-7,18,20-21H,(H,22,23,24)(H,25,26,27);1-2,10H,7H2;1-4H,7H2;;;/q;;;;2*+1/p-2/b17-12+;;;;;	Cirpy	Oc1ccc(O)c(c1)N=Nc1cc(c(N=Nc2ccc(cc2N=Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2cc(cc(O)c12)S(O)(=O)=O)S(O)(=O)=O			[Na+].[Na+].[Fe].NC1=CC=C(C=C1)[N+]([O-])=O.NC1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O.OC1=CC(=O)C=C\C1=N/NC1=C2C(O)=CC(=CC2=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O	Oc1ccc(O)c(c1)N=Nc1cc(c(N=Nc2ccc(cc2N=Nc2cc(cc(c2O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2cc(cc(O)c12)S(O)(=O)=O)S(O)(=O)=O	QSAR	0	0	1	0	0	1	0	0	0	0
233841	98171-53-0	Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine		Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine	Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine		Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine		Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine	Butanoic acid, 4-amino-4-oxosulfo-, N-coco alkyl derivs., monosodium salts, compds. with triethanolamine	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					FFHMAACTRKRMFS-UHFFFAOYSA-M			FFHMAACTRKRMFS-UHFFFAOYSA-M	OECD QSAR						OCC[N+H](CCO)CCO.CCCCCCCCCCCCNC(CCC([O-])=O)OS(=O)(=O)O[Na]			OCC[NH+](CCO)CCO.CCCCCCCCCCCCNC(CCC([O-])=O)OS(=O)(=O)O[Na]	OCC[N+H](CCO)CCO.CCCCCCCCCCCCNC(CCC([O-])=O)OS(=O)(=O)O[Na]	OECD QSAR	0	0	1	0	0	1	0	0	0	0
190486	8016-38-4			Oils, neroli	Oils, neroli; Oil of orange blossom, Oil of orange flowers		Oils, neroli		Oils, neroli	Oils, neroli	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0					XMGQYMWWDOXHJM-UHFFFAOYSA-N			XMGQYMWWDOXHJM-UHFFFAOYSA-N	OECD QSAR						CC(=C)C1CCC(C)=CC1	CC(=C)C1CCC(=CC1)C		CC(=C)C1CCC(C)=CC1	CC(=C)C1CCC(C)=CC1	OECD QSAR	0	0	1	0	0	1	0	0	0	0
3132	102110-14-5				Hydrocarbons, (C=3-6), (C=5)-rich, steamcracked naphtha				-;Hydrocarbons, C3-6, C5-rich, steam-cracked naphtha	Hydrocarbons, (C=3-6), (C=5)-rich, steamcracked naphtha	VT_KR_NZ	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
204928	863782-35-8	2-Oxetanone, 3-(C6-16 and C16-unsatd. alkyl) 4-(C7-17 and C17-unsatd. alkylidene) derivs.		2-Oxetanone, 3-(C6-16 and C16-unsatd. alkyl) 4-(C7-17 and C17-unsatd. alkylidene) derivs.	2-Oxetanone, 3-(C6-16 and C16-unsatd. alkyl) 4-(C7-17 and C17-unsatd. alkylidene) derivs.				2-Oxetanone, 3-(C6-16 and C16-unsatd. alkyl) 4-(C7-17 and C17-unsatd. alkylidene) derivs.	2-Oxetanone, 3-(C6-16 and C16-unsatd. alkyl) 4-(C7-17 and C17-unsatd. alkylidene) derivs.	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
416	100208-66-0					1,3-Benzenediamine, 4-methyl-, reaction products with 4-nitrobenzenamine, p-phenylenediamine and sodium sulfide (Na2(Sx))				1,3-Benzenediamine, 4-methyl-, reaction products with 4-nitrobenzenamine, p-phenylenediamine and sodium sulfide (Na2(Sx))	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0
205596	869466-88-6					Jojoba oil, hydrogenated				Jojoba oil, hydrogenated	SciFinder	0	1	1	SciFinder	0	0	0	0	1	0	0																					0	0	0	0	0	0	0	0	0	0
189412	79617-97-3					Benzeneacetic acid, α-hydroxy-, (αR)-, compd. with (1S,4S)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine (1:1)				Benzeneacetic acid, α-hydroxy-, (αR)-, compd. with (1S,4S)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-naphthalenamine (1:1)	SciFinder	0	0	1	From Name	0	0	0	0	0	1	0						InChIKey=PKXMFQSWZRRSRR-MELCVFKASA-N		PKXMFQSWZRRSRR-MELCVFKASA-N	Scifinder							CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.O[C@@H](C(O)=O)c4ccccc4		O[C@@H](C(O)=O)C1=CC=CC=C1.CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.O[C@@H](C(O)=O)c4ccccc4	Cirpy	0	0	1	0	0	1	0	0	1	0
160045	68475-70-7	Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived		Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived	Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived		Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived		Aromatic hydrocarbons, C6-8, naphtha raffinate pyrolyzate derived;Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived	Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					UHOVQNZJYSORNB-UHFFFAOYSA-N			UHOVQNZJYSORNB-UHFFFAOYSA-N	OECD QSAR						c1ccccc1	c1ccccc1		C1=CC=CC=C1	c1ccccc1	OECD QSAR	0	0	1	0	0	1	0	0	0	0
158703	68411-07-4	Copper, .beta.-resorcylate salicylate lead complexes		Copper, .beta.-resorcylate salicylate lead complexes					Copper, .beta.-resorcylate salicylate lead complexes;Copper, ?-resorcylate salicylate lead complexes	Copper, .beta.-resorcylate salicylate lead complexes	US TSCA	0	0	1	US TSCA	0	0	1	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
158693	68410-97-9	Distillates, petroleum, light distillate hydrotreating process, low-boiling		Distillates (petroleum), light distillate hydrotreating process, low-boiling	Distillates (petroleum), light distillate hydrotreating process, low-boiling		Distillates (petroleum), light distillate hydrotreating process, low-boiling		Distillates (petroleum), light distillate hydrotreating process, low-boiling;Distillates, petroleum, light distillate hydrotreating process, low boiling	Distillates (petroleum), light distillate hydrotreating process, low-boiling	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					IMNFDUFMRHMDMM-UHFFFAOYSA-N			IMNFDUFMRHMDMM-UHFFFAOYSA-N	OECD QSAR						CCCCCCC	CCCCCCC		CCCCCCC	CCCCCCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
145729	64741-77-1	Distillates, petroleum, light hydrocracked		Distillates (petroleum), light hydrocracked	Distillates (petroleum), light hydrocracked		Distillates (petroleum), light hydrocracked		Distillates (petroleum), light hydrocracked;Distillates, petroleum, light hydrocracked	Distillates (petroleum), light hydrocracked	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0					SNRUBQQJIBEYMU-UHFFFAOYSA-N			SNRUBQQJIBEYMU-UHFFFAOYSA-N	OECD QSAR						CCCCCCCCCCCC	CCCCCCCCCCCC		CCCCCCCCCCCC	CCCCCCCCCCCC	OECD QSAR	0	0	1	0	0	1	0	0	0	0
199330	84962-27-6				Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, hydrogen bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulfonato(3-)]chromate(3-), compd. with 3-[(2-ethylhexyl)oxy]-1-propanamine				Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, hydrogen bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulfonato(3-)]chromate(3-), compd. with 3-[(2-ethylhexyl)oxy]-1-propanamine;Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, hydrogen bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulfonato(3-)]chromate(3-), compound with 3-[(2-ethylhexyl)oxy]-1-propanamine	Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, hydrogen bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulfonato(3-)]chromate(3-), compd. with 3-[(2-ethylhexyl)oxy]-1-propanamine	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0					ODNOGBAUZCKNQO-UHFFFAOYSA-N			ODNOGBAUZCKNQO-UHFFFAOYSA-N	OECD QSAR						CCN(CC)C1C=CC2C(Oc3cc(ccc3C=2c2ccccc2C(O)=O)N(CC)CC)C=1	CCN(CC)C1=CC2Oc3cc(ccc3C(=C2C=C1)c4ccccc4C(O)=O)N(CC)CC		CCN(CC)C1=CC2OC3=C(C=CC(=C3)N(CC)CC)C(=C2C=C1)C1=CC=CC=C1C(O)=O	CCN(CC)C1C=CC2C(Oc3cc(ccc3C=2c2ccccc2C(O)=O)N(CC)CC)C=1	OECD QSAR	0	0	1	0	0	1	0	0	0	0
46906	154518-38-4	Phosphoric acid, C11-14-isoalkyl esters, C13-rich		Phosphoric acid, C11-14-isoalkyl esters, C13-rich					Phosphoric acid, C11-14-isoalkyl esters, C13-rich	Phosphoric acid, C11-14-isoalkyl esters, C13-rich	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0
163126	68609-96-1	Alkyl (C8,C10) glycidyl ether		Oxirane, 2-[(C8-10-alkyloxy)methyl] derivs.	Oxirane, mono[(alkyl(C=8-10)oxy)methyl] derivs.		Oxirane, mono[(C8-10-alkyloxy)methyl] derivs.		Oxirane, mono[(C8-10-alkyloxy)methyl] derivs.	Oxirane, 2-[(C8-10-alkyloxy)methyl] derivs.	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0		KEKXMAURKVLACV-UHFFFAOYSA-N			HRWYHCYGVIJOEC-UHFFFAOYSA-N			KEKXMAURKVLACV-UHFFFAOYSA-N	Cirpy			InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-13-10-12-11-14-12/h12H,2-11H2,1H3	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-13-10-12-11-14-12/h12H,2-11H2,1H3	Cirpy	CCCCCCCCOCC1CO1			CCCCCCCCCOCC1CO1	CCCCCCCCOCC1CO1	QSAR	0	0	1	0	0	1	0	0	0	0
