ID	CAS_No	Chemical_Name	Chemical_Name_Cirpy	TSCA_Name	VT_KR_NZ_Name	Chemical_Name_Scifinder	Chemical_Name_SMILECAS	Chemical_Name_Reaxys	Chemical_Name_OECD_QSAR	Chemical_Name_Final	Chemical_Name_Final_Source	UVCB_TSCA	UVCB_SciFinder	UVCB_Final	UVCB_Final_Source	UVCB&Polymers	Metals	Organometallics	Polymers	Processes	Mixtures	Biological	InChIKey_Dashboard_all	InChIKey_Cirpy	InChIKey_Dashboard	InChIKey_Reaxys	InChIKey_SMILES	InChIKey_Scifinder	InChIKey_Comparison	InChIKey_Final	InChIKey_Final_Source	InChI_Dashboard	InChI_Scifinder	InChI_Cirpy	InChI_Final	InChI_Final_Source	SMILES_OECD_QSAR	SMILES_Cirpy	SMILES_Pubchem	SMILES_ClassyFire	SMILES_Final	SMILES_Final_Source	Alternate_CAS_No	Deleted_CAS_No	Classyfired	Pigments	Trade_Name	ClassyFired_new	Fluoro	Bromo	Chloro	Iodo	MInChI
228312	94481-48-8					Benzenesulfonic acid, 2(or 5)-azido-5(or 2)-[2-(4-azidophenyl)ethenyl]-, monosulfo deriv., disodium salt (9CI)				Benzenesulfonic acid, 2(or 5)-azido-5(or 2)-[2-(4-azidophenyl)ethenyl]-, monosulfo deriv., disodium salt (9CI)	SciFinder	0	0	1	From Name	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
166913	68954-45-0		Bis(2-methylpropyl) hexanedioate	Hexanedioic acid, di-C4-13-branched alkyl esters			Hexanedioic acid, di-C4-13-branched alkyl esters		Hexanedioic acid, di-C4-13-branched alkyl esters	Hexanedioic acid, di-C4-13-branched alkyl esters	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0		RDOFJDLLWVCMRU-UHFFFAOYSA-N						RDOFJDLLWVCMRU-UHFFFAOYSA-N	Cirpy			InChI=1S/C14H26O4/c1-11(2)9-17-13(15)7-5-6-8-14(16)18-10-12(3)4/h11-12H,5-10H2,1-4H3	InChI=1S/C14H26O4/c1-11(2)9-17-13(15)7-5-6-8-14(16)18-10-12(3)4/h11-12H,5-10H2,1-4H3	Cirpy				CC(C)COC(=O)CCCCC(=O)OCC(C)C	CC(C)COC(=O)CCCCC(=O)OCC(C)C	ClassyFire	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C14H26O4/c1-11(2)9-17-13(15)7-5-6-8-14(16)18-10-12(3)4/h11-12H,5-10H2,1-4H3/n1/
167100	68956-51-4		butanedioic acid; 2-ethylhexan-1-ol; hexanedioic acid; methanol; 8-methylnonanoic acid; pentanedioic acid	Hexanedioic acid, mixed esters with 2-ethyl-1-hexanol, glutaric acid, isodecanol, methanol and succinic acid	Hexanedioic acid mixed esters with 2-ethyl-1-hexanol, glutaric acid, isodecanol, methanol and succinic acid		Hexanedioic acid, mixed esters with 2-ethyl-1-hexanol, glutaric acid, isodecanol, methanol and succinic acid		Hexanedioic acid, mixed esters with 2-ethyl-1-hexanol, glutaric acid, isodecanol, methanol and succinic acid	Hexanedioic acid, mixed esters with 2-ethyl-1-hexanol, glutaric acid, isodecanol, methanol and succinic acid	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0		QWBGNIDGNGBPNV-UHFFFAOYSA-N						QWBGNIDGNGBPNV-UHFFFAOYSA-N	Cirpy			InChI=1S/C10H20O2.C8H18O.C6H10O4.C5H8O4.C4H6O4.CH4O/c1-9(2)7-5-3-4-6-8-10(11)12;1-3-5-6-8(4-2)7-9;7-5(8)3-1-2-4-6(9)10;6-4(7)2-1-3-5(8)9;5-3(6)1-2-4(7)8;1-2/h9H,3-8H2,1-2H3,(H,11,12);8-9H,3-7H2,1-2H3;1-4H2,(H,7,8)(H,9,10);1-3H2,(H,6,7)(H,8,9);1-2H2,(H,5,6)(H,7,8);2H,1H3	InChI=1S/C10H20O2.C8H18O.C6H10O4.C5H8O4.C4H6O4.CH4O/c1-9(2)7-5-3-4-6-8-10(11)12;1-3-5-6-8(4-2)7-9;7-5(8)3-1-2-4-6(9)10;6-4(7)2-1-3-5(8)9;5-3(6)1-2-4(7)8;1-2/h9H,3-8H2,1-2H3,(H,11,12);8-9H,3-7H2,1-2H3;1-4H2,(H,7,8)(H,9,10);1-3H2,(H,6,7)(H,8,9);1-2H2,(H,5,6)(H,7,8);2H,1H3	Cirpy				CO.OC(=O)CCC(O)=O.CCCCC(CC)CO.OC(=O)CCCC(O)=O.OC(=O)CCCCC(O)=O.CC(C)CCCCCCC(O)=O	CO.OC(=O)CCC(O)=O.CCCCC(CC)CO.OC(=O)CCCC(O)=O.OC(=O)CCCCC(O)=O.CC(C)CCCCCCC(O)=O	ClassyFire	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C10H20O2.C8H18O.C6H10O4.C5H8O4.C4H6O4.CH4O/c1-9(2)7-5-3-4-6-8-10(11)12;1-3-5-6-8(4-2)7-9;7-5(8)3-1-2-4-6(9)10;6-4(7)2-1-3-5(8)9;5-3(6)1-2-4(7)8;1-2/h9H,3-8H2,1-2H3,(H,11,12);8-9H,3-7H2,1-2H3;1-4H2,(H,7,8)(H,9,10);1-3H2,(H,6,7)(H,8,9);1-2H2,(H,5,6)(H,7,8);2H,1H3/n1/
174318	71412-04-9					1-Naphthalenesulfonic acid, 4(or 5)-amino- (9CI)				1-Naphthalenesulfonic acid, 4(or 5)-amino- (9CI)	SciFinder	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
209999	90106-72-2					Sedum telephium, ext.				Sedum telephium, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
50625	160965-44-6					Resin acids and Rosin acids, esters with glycerol and pentaerythritol, polymers with formaldehyde, petroleum resins and 4-(1,1,3,3-tetramethylbutyl)phenol				Resin acids and Rosin acids, esters with glycerol and pentaerythritol, polymers with formaldehyde, petroleum resins and 4-(1,1,3,3-tetramethylbutyl)phenol	SciFinder	0	1	1	SciFinder	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
141892	63228-49-9					2-Propenoic acid, methyl ester, polymer with N-(methoxymethyl)-2-propenamide (9CI)				2-Propenoic acid, methyl ester, polymer with N-(methoxymethyl)-2-propenamide (9CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
84651	28432-43-1					2-Propenoic acid, 2-methyl-, 2-hydroxypropyl ester, polymer with ethyl 2-propenoate and methyl 2-methyl-2-propenoate				2-Propenoic acid, 2-methyl-, 2-hydroxypropyl ester, polymer with ethyl 2-propenoate and methyl 2-methyl-2-propenoate	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
231167	97105-01-6					L-Glutamic acid, sodium salt (1:1), polymer with L-alanine and L-tyrosine				L-Glutamic acid, sodium salt (1:1), polymer with L-alanine and L-tyrosine	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
199250	84961-49-9				Curcuma zedoaria, ext.				Curcuma zedoaria, ext.;Curcuma zedoaria, extract	Curcuma zedoaria, ext.	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
18505	1198157-91-3					2-Propenoic acid, 2-methyl-, butyl ester, polymer with 2-oxiranylmethyl 2-methyl-2-propenoate, hydrogen 4-cyclohexene-1,2-dicarboxylate 2-methyl-2-propenoate				2-Propenoic acid, 2-methyl-, butyl ester, polymer with 2-oxiranylmethyl 2-methyl-2-propenoate, hydrogen 4-cyclohexene-1,2-dicarboxylate 2-methyl-2-propenoate	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
192784	82229-37-6	Soybean oil, polymd., polymer with adipic acid, neopentyl glycol, phthalic anhydride and trimethylolpropane		Soybean oil, polymd., polymer with adipic acid, neopentyl glycol, phthalic anhydride and trimethylolpropane	Soybean oil, polymd., polymer with adipic acid, neopentyl glycol, phthalic anhydride and trimethylolpropane				Soybean oil, polymd., polymer with adipic acid, neopentyl glycol, phthalic anhydride and trimethylolpropane	Soybean oil, polymd., polymer with adipic acid, neopentyl glycol, phthalic anhydride and trimethylolpropane	US TSCA	0	0	1	US TSCA	0	0	0	1	1	0	1																					0	0	0	0	0	0	0	0	0	0	
17371	118685-20-4					Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [(2-chloroethyl)amino]sulfonyl sulfo derivs., lithium salts				Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [(2-chloroethyl)amino]sulfonyl sulfo derivs., lithium salts	SciFinder	0	1	1	SciFinder	0	0	1	0	1	1	0																					0	0	0	0	0	0	0	0	1	0	
39620	141241-92-1					2-Propenoic acid, 2-methyl-, polymer with oxirane and 2-propenoic acid (9CI)				2-Propenoic acid, 2-methyl-, polymer with oxirane and 2-propenoic acid (9CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
88984	30520-32-2					Acrylic acid, polymer with acrylamide, isobutyl acrylate and styrene (8CI)				Acrylic acid, polymer with acrylamide, isobutyl acrylate and styrene (8CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
232409	97659-49-9					Alopecurus pratensis, ext.				Alopecurus pratensis, ext.	SciFinder	0	1	1	SciFinder	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
89649	308075-33-4					Silicoaluminophosphate zeolites				Silicoaluminophosphate zeolites	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
165083	68891-57-6			Starch, reaction products with epichlorohydrin, ester with thioperoxydicarbonic acid ([(HO)C(S)]2S2)					Starch, reaction products with epichlorohydrin, ester with thioperoxydicarbonic acid ([(HO)C(S)]2S2)	Starch, reaction products with epichlorohydrin, ester with thioperoxydicarbonic acid ([(HO)C(S)]2S2)	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	1																					0	0	0	0	0	0	0	0	1	0	
190624	8023-80-1	Oils, scotch broom		Oils, scotch broom	Oils, broom				Oils, broom;Oils, scotch broom	Oils, scotch broom	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
108612	42262-66-8	2-Propenoic acid, polymer with methyl 2-propenoate, sodium salt			2-Propenoic acid polymer with methyl 2-propenoate, sodium salt				2-Propenoic acid, polymer with methyl 2-propenoate, sodium salt	2-Propenoic acid, polymer with methyl 2-propenoate, sodium salt	Dashboard	0	0	1	From Name	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
50429	160828-77-3				3-(4-Sulfobutyl)-2-[[3-carboxymethyl-5-[(3-ethyl 2(3H)-benzothiazolylidene)ethylidene]-4-oxo-2-thiazolinylidene]methylbenzothiazolium, hydroxide, inner salt compd. with N,N-diethylethanamine (1:1)					3-(4-Sulfobutyl)-2-[[3-carboxymethyl-5-[(3-ethyl 2(3H)-benzothiazolylidene)ethylidene]-4-oxo-2-thiazolinylidene]methylbenzothiazolium, hydroxide, inner salt compd. with N,N-diethylethanamine (1:1)	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
148563	66070-86-8	Fatty acids, tall-oil, polymers with phthalic anhydride and trimethylolpropane		Fatty acids, tall-oil, polymers with phthalic anhydride and trimethylolpropane	Fatty acids, tall oil polymers with phthalic anhydride and trimethylolpropane				Fatty acids, tall-oil, polymers with phthalic anhydride and trimethylolpropane	Fatty acids, tall-oil, polymers with phthalic anhydride and trimethylolpropane	US TSCA	0	0	1	US TSCA	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
52644	1643921-86-1					2,6-Naphthalenedicarboxylic acid, 2,6-dimethyl ester, polymer with 1,3-benzenedicarboxylic acid, 1,4-benzenedicarboxylic acid, decanedioic acid, 1,3-diisocyanatomethylbenzene, 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,3-isobenzofurandione, 1,1'-methylenebis[isocyanatobenzene] and α,α'-[(1-methylethylidene)di-4,1-phenylene]bis[ω-hydroxypoly(oxy-1,2-ethanediyl)], compd. with N,N-diethylethanamine				2,6-Naphthalenedicarboxylic acid, 2,6-dimethyl ester, polymer with 1,3-benzenedicarboxylic acid, 1,4-benzenedicarboxylic acid, decanedioic acid, 1,3-diisocyanatomethylbenzene, 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,3-isobenzofurandione, 1,1'-methylenebis[isocyanatobenzene] and α,α'-[(1-methylethylidene)di-4,1-phenylene]bis[ω-hydroxypoly(oxy-1,2-ethanediyl)], compd. with N,N-diethylethanamine	SciFinder	0	1	1	SciFinder	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
16930	118086-72-9					1,2,3-Propanetriol, polymer with oxirane, block				1,2,3-Propanetriol, polymer with oxirane, block	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
107044	412008-17-4				Octadecanoic acid, 2-ethylhexyl ester, mixt. with 2-propenoic acid homopolymer sodium salt and .alpha.-tridecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl)					Octadecanoic acid, 2-ethylhexyl ester, mixt. with 2-propenoic acid homopolymer sodium salt and .alpha.-tridecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl)	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
87187	29630-51-1					2-Propenoic acid, 2-methyl-, 2-hydroxy-3-sulfopropyl ester, sodium salt (1:1), homopolymer				2-Propenoic acid, 2-methyl-, 2-hydroxy-3-sulfopropyl ester, sodium salt (1:1), homopolymer	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
161188	68526-29-4				Fatty acids, tall oil polymers with benzoic acid, glycerol, isophthalic acid and tall oil rosin					Fatty acids, tall oil polymers with benzoic acid, glycerol, isophthalic acid and tall oil rosin	VT_KR_NZ	0	0	1	From Name	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
17980	1192496-10-8					Ethanol, 2-(dibutylamino)-, compds. with polyethylene glycol mono-C10-16-alkyl ethers phosphates				Ethanol, 2-(dibutylamino)-, compds. with polyethylene glycol mono-C10-16-alkyl ethers phosphates	SciFinder	0	1	1	SciFinder	0	0	0	1	0	1	0																					0	0	0	0	0	0	0	0	0	0	
271	100085-71-0					Sulfonic acids, C12-18-alkane, tolyl esters				Sulfonic acids, C12-18-alkane, tolyl esters	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
203048	85631-56-7	Titanium, iso-Pr alc. 1-octanol complexes		Titanium, iso-Pr alc. 1-octanol complexes					Titanium, iso-Pr alc. 1-octanol complexes	Titanium, iso-Pr alc. 1-octanol complexes	US TSCA	0	0	1	US TSCA	0	0	1	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
14377	1143665-71-7					2,5-Furandione, dihydro-3-[3-(trimethoxysilyl)propyl]-, polymer with dimethoxydimethylsilane, 1,1'-(dimethoxysilylene)bis[benzene], trimethoxymethylsilane and (trimethoxysilyl)benzene				2,5-Furandione, dihydro-3-[3-(trimethoxysilyl)propyl]-, polymer with dimethoxydimethylsilane, 1,1'-(dimethoxysilylene)bis[benzene], trimethoxymethylsilane and (trimethoxysilyl)benzene	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
220130	934557-66-1	6,6'-(9H-Fluorene-9,9-diyl)di(naphthalen-2-ol)			6,6'-(9H-Fluoren-9-ylidene)bis-2-naphthalenol					6,6'-(9H-Fluorene-9,9-diyl)di(naphthalen-2-ol)	Dashboard	0	0	1	From Name	0	0	0	0	0	0	0	DYOPVXMHYSXHNG-UHFFFAOYSA-N	DYOPVXMHYSXHNG-UHFFFAOYSA-N						DYOPVXMHYSXHNG-UHFFFAOYSA-N	Dashboard	InChI=1S/C33H22O2/c34-27-15-11-21-17-25(13-9-23(21)19-27)33(26-14-10-24-20-28(35)16-12-22(24)18-26)31-7-3-1-5-29(31)30-6-2-4-8-32(30)33/h1-20,34-35H			InChI=1S/C33H22O2/c34-27-15-11-21-17-25(13-9-23(21)19-27)33(26-14-10-24-20-28(35)16-12-22(24)18-26)31-7-3-1-5-29(31)30-6-2-4-8-32(30)33/h1-20,34-35H	Dashboard				OC1=CC2=C(C=C1)C=C(C=C2)C1(C2=CC=CC=C2C2=CC=CC=C12)C1=CC2=C(C=C1)C=C(O)C=C2	OC1=CC2=C(C=C1)C=C(C=C2)C1(C2=CC=CC=C2C2=CC=CC=C12)C1=CC2=C(C=C1)C=C(O)C=C2	ClassyFire	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C33H22O2/c34-27-15-11-21-17-25(13-9-23(21)19-27)33(26-14-10-24-20-28(35)16-12-22(24)18-26)31-7-3-1-5-29(31)30-6-2-4-8-32(30)33/h1-20,34-35H/n1/
51935	163149-22-2					Benzene, diethenyl-, polymer with ethenylbenzene and α-(2-methyl-1-oxo-2-propenyl)-ω-hydroxypoly(oxy-1,2-ethanediyl) (9CI)				Benzene, diethenyl-, polymer with ethenylbenzene and α-(2-methyl-1-oxo-2-propenyl)-ω-hydroxypoly(oxy-1,2-ethanediyl) (9CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
7872	106232-99-9					Linseed oil, polymer with ethylene glycol, glycerol, phthalic anhydride, rosin and tung oil				Linseed oil, polymer with ethylene glycol, glycerol, phthalic anhydride, rosin and tung oil	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
233369	97952-81-3					Benzenesulfonic acid, 5-amino-2-[(4-aminophenyl)amino]-, diazotized, coupled with 1-naphthalenol and 5,5'-[oxybis[(5-hydroxy-3,1-phenylene)oxy]]bis[1,3-benzenediol], sodium salts				Benzenesulfonic acid, 5-amino-2-[(4-aminophenyl)amino]-, diazotized, coupled with 1-naphthalenol and 5,5'-[oxybis[(5-hydroxy-3,1-phenylene)oxy]]bis[1,3-benzenediol], sodium salts	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
210465	90193-77-4				1,2-Benzenedicarboxylic acid di(C=5-7)-branched alkyl esters, (C=6)-rich					1,2-Benzenedicarboxylic acid di(C=5-7)-branched alkyl esters, (C=6)-rich	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
173607	7114-03-6				Benzenaminium, 4-[[4-(dimethylamino)phenyl][4-(dimethyliminio)-2,5-cyclohexadien-1-ylidene]methyl]-N-ethyl-N,N-dimethyl-, bromide chloride, compd. with zinc chloride (ZnCl2)				4-[[4-(dimethylamino)phenyl][4-(dimethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl]-N-ethyl-N,N-dimethylanilinium bromide chloride, compound with zinc chloride;4-{[4-(dimethylamino)phenyl][4-(dimethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl}-N-ethyl-N,N-dimethylanilinium bromide chloride - dichlorozinc (1:1)	Benzenaminium, 4-[[4-(dimethylamino)phenyl][4-(dimethyliminio)-2,5-cyclohexadien-1-ylidene]methyl]-N-ethyl-N,N-dimethyl-, bromide chloride, compd. with zinc chloride (ZnCl2)	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0					RRKSQWOQZFIQKW-UHFFFAOYSA-J			RRKSQWOQZFIQKW-UHFFFAOYSA-J	OECD QSAR						[Cl-].[Br-].Cl[Zn]Cl.CC[N+](C)(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)=C1C=CC(C=C1)=[N+](C)C	Cl-].[Cl-].[Cl-].[Zn++].[Br-].CC[N+](C)(C)c1ccc(cc1)[C+](c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C		[Cl-].[Br-].Cl[Zn]Cl.CC[N+](C)(C)c1ccc(cc1)C(=C1C=CC(C=C1)=[N+](C)C)c1ccc(cc1)N(C)C	[Cl-].[Br-].Cl[Zn]Cl.CC[N+](C)(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)=C1C=CC(C=C1)=[N+](C)C	OECD QSAR	0	0	1	0	0	1	0	0	0	0	
203029	85631-36-3					Fatty acids, C14-22, reaction products with acetic acid and ammonia-1,2-dichloroethane reaction product triethylenetetramine fraction				Fatty acids, C14-22, reaction products with acetic acid and ammonia-1,2-dichloroethane reaction product triethylenetetramine fraction	SciFinder	0	1	1	SciFinder	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	1	0	
100656	372515-64-5					Fats and Glyceridic oils, Moringa oleifera seed				Fats and Glyceridic oils, Moringa oleifera seed	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	1																					0	0	0	0	0	0	0	0	0	0	
11677	11108-72-8					Silicon alloy, base, Si,Fe,Zr (ferrozirconium)				Silicon alloy, base, Si,Fe,Zr (ferrozirconium)	SciFinder	0	0	1	From Name	0	0	0	0	0	0	1																					0	0	0	0	0	0	0	0	0	0	
175843	71799-57-0	1-Propanamine, 3-(hexyloxy)-, branched, phosphates		1-Propanamine, 3-(hexyloxy)-, branched, phosphates					1-Propanamine, 3-(hexyloxy)-, branched, phosphates	1-Propanamine, 3-(hexyloxy)-, branched, phosphates	US TSCA	0	0	1	US TSCA	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
25930	125025-87-8	Formaldehyde, reaction products with C30-40-alkylphenol and triethylenetetramine		Formaldehyde, reaction products with C30-40-alkylphenol and triethylenetetramine					Formaldehyde, reaction products with C30-40-alkylphenol and triethylenetetramine	Formaldehyde, reaction products with C30-40-alkylphenol and triethylenetetramine	US TSCA	0	0	1	US TSCA	0	0	0	0	1	1	0																					0	0	0	0	0	0	0	0	0	0	
218894	92908-26-4						1,6-Octadiene, 7-methyl-3-methylene-, acid-hydrated, citronellol fractions		1,6-Octadiene, 7-methyl-3-methylene-, acid-hydrated, citronellol fractions	1,6-Octadiene, 7-methyl-3-methylene-, acid-hydrated, citronellol fractions	SMILECAS	0	0	1	From Name	0	0	0	0	1	0	0					QMVPMAAFGQKVCJ-UHFFFAOYSA-N			QMVPMAAFGQKVCJ-UHFFFAOYSA-N	OECD QSAR						CC(CCO)CCC=C(C)C	CC(CCO)CCC=C(C)C		CC(CCO)CCC=C(C)C	CC(CCO)CCC=C(C)C	OECD QSAR	0	0	1	0	0	1	0	0	0	0	
39991	1418737-23-1					Amines, polyethylenepoly-, reaction products with phthalic anhydride and succinic anhydride monopolyisobutylene derivs.				Amines, polyethylenepoly-, reaction products with phthalic anhydride and succinic anhydride monopolyisobutylene derivs.	SciFinder	0	1	1	SciFinder	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0	
200872	85186-63-6				Amines, C10-14-branched and linear alkyl, [2,4-dihydro-4-[(2-hydroxy-4-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)][2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-)				Amines, C10-14-branched and linear alkyl, [2,4-dihydro-4-[(2-hydroxy-4-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)][2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-)	Amines, C10-14-branched and linear alkyl, [2,4-dihydro-4-[(2-hydroxy-4-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)][2,4-dihydro-4-[(2-hydroxy-5-nitrophenyl)azo]-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)]chromate(1-)	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
61205	186708-60-1			Siloxanes and Silicones, di-Me, 3-hydroxypropyl group-terminated, ethoxylated polymers with 5-amino-1,3,3-trimethylcyclohexanemethanamine, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and polyethylene glycol					Siloxanes and Silicones, di-Me, 3-hydroxypropyl group-terminated, ethoxylated polymers with 5-amino-1,3,3-trimethylcyclohexanemethanamine, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and polyethylene glycol	Siloxanes and Silicones, di-Me, 3-hydroxypropyl group-terminated, ethoxylated polymers with 5-amino-1,3,3-trimethylcyclohexanemethanamine, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and polyethylene glycol	US TSCA	0	0	1	US TSCA	0	0	0	1	1	1	0																					0	0	0	0	0	0	0	0	0	0	
41225	1436-34-6		2-Butyloxirane		1,2-epoxyhexane		Oxirane, butyl-		1,2-epoxyhexane;2-butyloxirane;Oxirane, butyl-	1,2-epoxyhexane	VT_KR_NZ	0	0	1	From Name	0	0	0	0	0	0	0		WHNBDXQTMPYBAT-UHFFFAOYSA-N			WHNBDXQTMPYBAT-UHFFFAOYSA-N			WHNBDXQTMPYBAT-UHFFFAOYSA-N	Cirpy			InChI=1S/C6H12O/c1-2-3-4-6-5-7-6/h6H,2-5H2,1H3	InChI=1S/C6H12O/c1-2-3-4-6-5-7-6/h6H,2-5H2,1H3	Cirpy	CCCCC1CO1			CCCCC1CO1	CCCCC1CO1	QSAR	0	0	1	0	0	1	0	0	0	0	MInChI=0.00.1S/C6H12O/c1-2-3-4-6-5-7-6/h6H,2-5H2,1H3/n1/
213667	90990-20-8					Fatty acids, C14-18 and C18-unsatd., Bu esters				Fatty acids, C14-18 and C18-unsatd., Bu esters	SciFinder	0	1	1	SciFinder	0	0	0	0	0	1	0																					0	0	0	0	0	0	0	0	0	0	
4711	103369-26-2					1,3-Isobenzofurandione, polymer with ethenylbenzene, 2,5-furandione, (1-methylethenyl)benzene, 2,2'-oxybis[ethanol] and 1,2-propanediol (9CI)				1,3-Isobenzofurandione, polymer with ethenylbenzene, 2,5-furandione, (1-methylethenyl)benzene, 2,2'-oxybis[ethanol] and 1,2-propanediol (9CI)	SciFinder	0	1	1	SciFinder	0	0	0	1	0	0	0																					0	0	0	0	0	0	0	0	0	0	
